,Date,Adj Close,daily_return
0,2017-01-03,16.461612701416016,
1,2017-01-04,16.86395263671875,0.024441100796164683
2,2017-01-05,16.881074905395508,0.001015317645014946
3,2017-01-06,17.026596069335938,0.00862037309566821
4,2017-01-09,16.906755447387695,-0.007038436893682443
5,2017-01-10,17.155000686645508,0.014683198087908078
6,2017-01-11,17.2320499420166,0.004491358337926021
7,2017-01-12,17.249168395996094,0.0009934078671482993
8,2017-01-13,17.06083869934082,-0.010918189928448285
9,2017-01-17,16.57289695739746,-0.028600102875494193
10,2017-01-18,16.641382217407227,0.004132365040693475
11,2017-01-19,16.538660049438477,-0.006172694468930651
12,2017-01-20,16.495851516723633,-0.002588391839899784
13,2017-01-23,16.376014709472656,-0.007264663308195085
14,2017-01-24,16.54721450805664,0.010454301710229652
15,2017-01-25,16.78690528869629,0.014485264605891501
16,2017-01-26,16.95811653137207,0.01019909505244354
17,2017-01-27,16.87251091003418,-0.005048061863445863
18,2017-01-30,16.92407989501953,0.003056390673582765
19,2017-01-31,18.15320587158203,0.07262586705964513
20,2017-02-01,18.565778732299805,0.022727272727272707
21,2017-02-02,19.02992248535156,0.024999961474509114
22,2017-02-03,19.51985740661621,0.025745502728231395
23,2017-02-06,19.46828269958496,-0.0026421661775956062
24,2017-02-07,19.597211837768555,0.0066225223956883905
25,2017-02-08,19.38233184814453,-0.010964824557843422
26,2017-02-09,19.54564094543457,0.008425668210075177
27,2017-02-10,19.588621139526367,0.0021989657034928722
28,2017-02-13,19.726137161254883,0.007020199163024987
29,2017-02-14,20.044166564941406,0.016122234225927512
30,2017-02-15,20.181686401367188,0.006860840832679571
31,2017-02-16,19.95821189880371,-0.01107313324164716
32,2017-02-17,19.949615478515625,-0.00043072096496787893
33,2017-02-21,19.9238338470459,-0.0012923372632165364
34,2017-02-22,19.906644821166992,-0.0008627368613323139
35,2017-02-23,19.87226104736328,-0.0017272510818674425
36,2017-02-24,19.57142639160156,-0.015138421090821863
37,2017-02-27,19.80350685119629,0.011858126993458118
38,2017-02-28,19.33075904846192,-0.023871923608611234
39,2017-03-01,19.657377243041992,0.01689629433387707
40,2017-03-02,19.339353561401367,-0.0161783374103579
41,2017-03-03,19.322160720825195,-0.0008890080281942492
42,2017-03-06,18.97835159301757,-0.017793513508925107
43,2017-03-07,18.78066062927246,-0.01041665619778298
44,2017-03-08,18.686111450195312,-0.005034390479841777
45,2017-03-09,18.729093551635746,0.0023002164765524302
46,2017-03-10,18.89240074157715,0.008719439063677559
47,2017-03-13,18.89240074157715,0.0
48,2017-03-14,18.643138885498047,-0.01319376290439056
49,2017-03-15,18.634536743164062,-0.00046141062332993865
50,2017-03-16,18.557186126708984,-0.004150927791830017
51,2017-03-17,18.17899513244629,-0.02037975971574546
52,2017-03-20,18.15320587158203,-0.001418629614913569
53,2017-03-21,17.628894805908203,-0.02888256043493742
54,2017-03-22,17.5257511138916,-0.005850831441914006
55,2017-03-23,17.31946563720703,-0.011770421441227752
56,2017-03-24,17.156152725219727,-0.009429442882837202
57,2017-03-27,16.769367218017578,-0.022545002565381056
58,2017-03-28,17.05301284790039,0.016914510022659313
59,2017-03-29,17.285085678100586,0.01360890490554989
60,2017-03-30,17.628894805908203,0.01989050758615596
61,2017-03-31,17.474180221557617,-0.008776193065644367
62,2017-04-03,17.173343658447266,-0.017216061600372812
63,2017-04-04,16.76077651977539,-0.024023693165246884
64,2017-04-05,16.399768829345703,-0.021538840399414005
65,2017-04-06,16.84672737121582,0.027253953791734675
66,2017-04-07,16.829532623291016,-0.0010206580510220276
67,2017-04-10,16.829532623291016,0.0
68,2017-04-11,16.932676315307617,0.006128731814801336
69,2017-04-12,16.829532623291016,-0.006091399262345587
